Title,type,country,date_added,release_year,rating,description,IMDb,Genre
Russian Doll,TV Show,United States,2019-02-01,2019,TV-MA,Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop – and staring down the barrel of her own mortality.,7.9,Comedy
Rust Valley Restorers,TV Show,Canada,2020-08-21,2020,TV-14,"Old-school auto collector Mike Hall, his pal Avery Shoaf and son Connor Hall go the extra mile to restore retro cars – and hopefully turn a profit.",7.6,Reality
Rustom,Movie,India,2017-01-06,2016,TV-14,"A decorated naval officer kills his wife's lover, leading to a sensational trial and a national obsession over passion versus premeditated murder.",7.1,Drama
Ryan Hamilton: Happy Face,Movie,United States,2017-08-29,2017,TV-14,"Small-town import Ryan Hamilton charms New York with folksy comic observations on big-city life, hot-air ballooning and going to Disney World alone.",7.3,Comedy
S Is for Stanley,Movie,Italy,2017-06-15,2016,TV-MA,"This film examines the complex life of iconic filmmaker Stanley Kubrick, as seen through the eyes of his devoted longtime driver, Emilio D'Alessandro.",7.0,Documentaries
S Storm,Movie,Hong Kong,2018-10-19,2016,TV-MA,Anti-corruption investigator William Luk must join forces with detective Lau Po-keung to bring down a crime syndicate involved in sports betting.,5.1,Action & Adventure
Saadey CM Saab,Movie,India,2018-10-01,2015,TV-PG,Three old friends who have always hated politics are in for a shock when the friend who dislikes politics the most is somehow elected head minister.,5.6,Comedy
Saath Saath,Movie,India,2019-12-31,1982,TV-14,"A young woman falls for her classmate’s idealistic, non-materialistic ways, but is troubled upon seeing his principles change after they marry.",7.1,Drama
Saavat,Movie,India,2019-08-23,2019,TV-14,"In rural India, a detective's investigation of seven confounding suicides uncovers revelations about the myths and mindsets of the rest of the village.",7.5,Drama
Saawan,Movie,Pakistan,2019-09-04,2016,TV-14,"Outcast from society and left to die in the wilderness, a young boy with polio embarks on a journey to connect with his mother. Based on a true story.",7.0,Drama
Sabrina,Movie,Indonesia,2018-11-20,2018,TV-MA,A toy manufacturer and his wife are terrorized by a demon after their orphaned niece tries to summon her late mother's spirit using a spooky ritual.,4.2,Horror
Sacred Games,TV Show,India,2019-08-15,2019,TV-MA,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.",8.7,Crime
Sad Hill Unearthed,Movie,Spain,2018-12-15,2017,TV-14,"An eclectic group of fans of 1966's ""The Good, the Bad and the Ugly"" attempt to restore the cemetery set in Spain where the movie's climax was filmed.",7.3,Documentaries
Sadece Sen,Movie,Turkey,2017-03-10,2014,TV-MA,"An ex-boxer falls in love with a blind woman and starts to build a new life, but his violent past returns to endanger them both.",7.4,Drama
Sadie's Last Days on Earth,Movie,Canada,2017-08-22,2016,TV-14,"High schooler Sadie Mitchell believes the world is about to end – literally. Before it does, she sets out to kiss a boy and win back her best friend.",5.2,Comedy
Sadqay Tumhare,TV Show,Pakistan,2016-12-15,2014,TV-PG,"An arranged engagement between a village girl and her city cousin shows signs of true love, but an indiscretion decades ago could doom their romance.",7.4,Drama
Safe,TV Show,United Kingdom,2019-02-05,2018,TV-MA,"After his teenage daughter goes missing, a widowed surgeon in an affluent neighborhood begins unearthing dark secrets about the people closest to him.",7.3,Crime
Sahara,Movie,France,2017-05-12,2017,TV-Y7,"When his new love is captured by an evil snake charmer, a young cobra and his scorpion best friend set out across the desert on a wild rescue mission.",5.5,Children
Saint Seiya,TV Show,Japan,2020-04-01,1986,TV-14,A band of young warriors in magical armor vow to defend the reincarnation of Greek goddess Athena against evil forces and to return her to the throne.,8.4,Anime
Sairat,Movie,India,2018-04-01,2016,TV-14,"When two college students – a rich man’s daughter and a fisherman’s son – defy social edicts by falling in love, violence erupts in their village.",8.3,Drama
Salaakhen,Movie,India,2017-04-01,1975,TV-14,"Two close childhood friends take drastically different paths in life, but meet by chance years later and fall in love, unaware of their past bond.",5.3,Action & Adventure
Salam - The First ****** Nobel Laureate,Movie,United States,2019-10-02,2018,TV-PG,"Shunned by his country due to religion, Abdus Salam strives for an achievement that would define modern physics and redefine his place back home.",7.9,Documentaries
Sam Kinison: Breaking the Rules,Movie,United States,2018-12-31,1987,TV-MA,"The one-time preacher shakes and shudders as he tears into subjects including sex, marriage, religion, drugs and famine in this HBO special.",7.3,Comedy
Sam Kinison: Family Entertainment Hour,Movie,United States,2018-12-31,1991,TV-MA,"Comic Sam Kinison lets it rip with this performance at L.A.'s Wiltern theatre, skewering every segment of modern society from religion to television.",6.7,Comedy
Sam Kinison: Live in Vegas,Movie,United States,2018-12-31,1991,TV-MA,Standup legend Sam Kinison is at his screaming best as he storms the stage in Sin City to get a few things off his chest.,6.7,Comedy
Sam Kinison: The Scream Continues,Movie,United States,2018-12-31,2016,TV-MA,Sam's brother and former manager Bill Kinison speaks about the late comedian's journey from preacher to standup legend.,6.2,Documentaries
Samantaral,Movie,India,2018-09-15,2017,TV-MA,"On a family visit, a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years.",7.6,Drama
Samantha!,TV Show,Brazil,2019-04-19,2019,TV-MA,"A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into the spotlight.",6.5,Comedy
Samarppanam,Movie,India,2018-03-01,2017,TV-PG,"When a young girl is killed in a suspicious train accident, three very different lives become intertwined in their quest for answers.",6.0,Drama
Same Kind of Different as Me,Movie,United States,2018-08-17,2017,PG-13,A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.,6.6,Drama
Sammy & Co,TV Show,France,2015-12-25,2014,TV-Y,"In an underwater village bordering a tropical island, two young turtles and their pals keep their home safe and enjoy adventures in the big, wild sea.",5.8,Comedy
Samurai Gourmet,TV Show,Japan,2017-03-17,2017,TV-PG,Recent retiree Takeshi rediscovers his passion for food and life by getting in touch with his inner warrior and eating what he truly desires.,8.3,Drama
San Pietro,Movie,United States,2017-03-31,1945,TV-14,"After the Allies invade Italy, the Liri Valley town of San Pietro becomes an example of the brutal effects of combat, both for soldiers and civilians.",6.6,Documentaries
Sand Castle,Movie,United States,2017-04-21,2017,TV-MA,"After the invasion of Iraq in 2003, a reluctant soldier's platoon is dispatched on a dangerous mission to repair a hostile village's water system.",6.3,Drama
Sand Storm,Movie,Israel,2016-12-15,2016,TV-PG,"When a Bedouin patriarch takes a second bride, his first wife chafes against her changing status while his daughter chases her own dreams of autonomy.",6.8,Drama
Sandy Wexler,Movie,United States,2017-04-14,2017,TV-14,"When a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off.",5.1,Comedy
Sanju,Movie,India,2018-10-15,2018,TV-MA,"From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt.",7.8,Drama
Santa Clarita Diet,TV Show,United States,2019-03-29,2019,TV-MA,They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.,7.8,Comedy
Santa Claws,Movie,United States,2017-11-17,2014,TV-PG,"When a gift sack full of kittens gives Santa a bad allergic reaction, the kitties have to take over and deliver the presents on time.",3.2,Comedy
Santa Girl,Movie,United States,2019-11-01,2019,TV-PG,"Fleeing the family business and an arranged marriage, Santa’s daughter chooses a magical adventure of her own: College.",5.0,Comedy
Sara's Notebook,Movie,Spain,2018-05-26,2018,TV-MA,"A naive Madrid lawyer travels to Africa to search for her younger sister, who has gone missing in a part of Congo plagued by violence and strife.",5.9,Drama
Sarah's Key,Movie,France,2019-09-21,2010,PG-13,"Paris, 1942: To protect her brother from the police arresting Jewish families, a young girl hides him away, promising to come back for him.",7.5,Drama
Sarajevo,Movie,Austria,2017-01-15,2014,TV-PG,"Tasked with unraveling the assassination of Archduke Franz Ferdinand, an honorable magistrate finds himself targeted by the shadowy perpetrators.",6.7,Drama
Sardaarji 2,Movie,Australia,2017-10-15,2016,TV-PG,A simple farmer's life becomes complicated after he resolves to save his village from an economic crisis by traveling to Australia to earn money.,5.3,Comedy
Sarvopari Palakkaran,Movie,India,2018-07-01,2017,TV-14,"In the course of a human trafficking investigation, a conservative cop crosses paths with an artist-activist in a clash of worldviews.",5.0,Drama
Sat Shri Akaal England,Movie,India,2018-10-01,2017,TV-14,"After several failed attempts to obtain a visa, a man desperate to escape Punjab pays a British woman to marry him so he can move to England.",5.3,Comedy
Sat Sri Akal,Movie,India,2019-01-30,2008,TV-14,"Based on true events, this moving story centers on a Punjabi family whose celebration of their faith endures in the face of conflicting attitudes.",5.8,Drama
Satan & Adam,Movie,United States,2019-06-01,2018,TV-MA,An aging blues guitarist and a grad student form an unlikely duo while busking on the street corners of 1980s Harlem.,7.3,Documentaries
Satte Pe Satta,Movie,India,2019-12-31,1982,TV-14,"The eldest of seven brothers who run a family farm together marries a pretty nurse, inspiring his country-bumpkin siblings to follow his example.",7.2,Comedy
Satyagraha,Movie,India,2018-11-01,2013,TV-14,"In this Bollywood drama, a corporate go-getter sees his priorities shift when personal tragedy brings him face-to-face with political corruption.",5.9,Drama
Saudi Arabia Uncovered,Movie,United Kingdom,2016-09-01,2016,TV-14,"Undercover cameras expose public floggings, executions and other brutality in Saudi Arabia, and introduce those risking their own lives for change.",7.2,Documentaries
Savage Dog,Movie,United States,2017-11-01,2017,TV-MA,A former professional boxer serving time in a brutal labor camp must fight incredible odds to gain his freedom and avenge an act of violence.,4.9,Action & Adventure
Saverio Raimondo: Il Satiro Parlante,Movie,Italy,2019-05-17,2019,TV-MA,"Italian comic and satirist Saverio Raimondo regales a Milan crowd with tales of online antics, awkward injuries and white-knuckle flights.",5.9,Comedy
Saving Capitalism,Movie,United States,2017-11-21,2017,TV-PG,Former Secretary of Labor Robert Reich meets with Americans from all walks of life as he chronicles a seismic shift in the nation's economy.,6.8,Documentaries
Saving Mr. Banks,Movie,United States,2019-03-02,2013,PG-13,"When Walt Disney sets his sights on obtaining the rights to the children's classic ""Mary Poppins,"" the book's author proves a tough nut to crack.",7.5,Comedy
Saving Zoë,Movie,United States,2020-01-15,2019,R,A reserved high school freshman acts out when she recovers a diary that offers clues to a secret world that could be behind her sister's murder.,5.2,Drama
Savita Damodar Paranjpe,Movie,India,2018-11-15,2018,TV-14,"When his wife begins to exhibit alarming behavior, a husband tries to find whether she suffers from a personality disorder or something more sinister.",6.0,Horror
Scales: Mermaids Are Real,Movie,United States,2020-01-23,2017,PG,A seemingly ordinary girl learns she will turn into a mermaid on her 12th birthday and be forced to leave her life on land behind.,4.5,Children
Scandal,TV Show,United States,2018-05-19,2018,TV-14,"A powerful team of Washington, D.C. lawyers makes scandals disappear while handling government crises and coping with problems of their own.",7.7,Crime
